Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,10645,12825,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),17932,20858,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1970,2133,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3637,3637,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,4224,4812,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8324,8477,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2376,2602,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),3985,3985,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,714,879,2023,3
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1447,1447,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,1426,2763,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),4715,6192,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,147,147,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,423,488,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),835,1147,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,725,1190,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2127,2603,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,395,695,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),1101,1396,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,215,318,2023,3
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),627,627,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,2914,3860,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),7575,8467,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,521,620,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),1333,1333,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,1650,1846,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2895,3552,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL (PwD),Gender-Neutral,37P,37P,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,736,1246,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),2084,2084,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,462,709,2023,3
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1293,1293,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,4863,6552,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),9915,12435,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,125P,125P,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,911,1087,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),2219,2219,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,2463,2877,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3845,5324,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1255,1721,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),2397,2477,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,200,730,2023,3
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1297,1297,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,8059,10906,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),18026,18749,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,2006,2038,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),3244,3244,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,4239,5049,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8783,8863,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,2526,2728,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),3547,3547,2023,3
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,1260,1390,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,6963,9651,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),15428,17462,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,1400,1639,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Female-only (including Supernumerary),2993,2993,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Gender-Neutral,2905,4023,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6178,7856,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Gender-Neutral,1923,2167,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,SC,Female-only (including Supernumerary),2695,3710,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Gender-Neutral,987,1028,2023,3
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of
                        Technology)",AI,ST,Female-only (including Supernumerary),1556,1556,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Gender-Neutral,3596,5340,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7081,9291,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Gender-Neutral,879,1006,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2131,2457,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1155,2880,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3857,5723,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Gender-Neutral,1111,1582,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1927,2689,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Gender-Neutral,725,851,2023,3
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years,
                        Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1442,1442,2023,3
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Gender-Neutral,1791,2361,2023,3
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN,Female-only (including Supernumerary),3730,5442,2023,3
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,OPEN (PwD),Gender-Neutral,172,172,2023,3
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of
                        Technology)",AI,EWS,Gender-Neutral,388,509,2023,3
